to_pickup_time,to_delivery_time,active_minutes,vehicle_code,weather_code,prep_time,period,order_size,local_demand,global_demand,target_time_min
19.271339378999848,12.360647936586611,208.6761663583992,1,2,5.543091023373109,3,3,1,42,32.88916133219991
5.2916151045991,2.640141519979987,3.010187070470134,2,2,10.359682585082458,2,1,3,31,12.382527502066148
6.911891385053285,5.718347126959462,129.29109848267223,3,1,11.310304201120283,3,1,4,17,17.05897493892664
10.338317531988361,5.685622874958593,34.82086752867815,3,0,13.659050160438273,2,2,2,15,18.626041607105343
5.966599965713519,17.438190447022784,137.47928538143245,1,1,9.452404386216147,3,1,0,48,26.46842163579979
7.708100509540088,12.582754276006172,172.20491700512392,1,2,9.209821743193608,3,3,1,12,19.654714591884222
5.953893116265651,9.42249487390083,264.55190492103594,3,0,13.375937734176496,3,3,3,19,22.082246406096086
14.243148087311038,5.417024962019597,115.58606932404562,2,1,14.214765821090342,2,2,3,15,19.914142528289076
5.622848224854294,12.065959547354907,184.4203523706584,2,0,15.078192534224707,2,2,2,45,27.664295349543586
10.52270043095628,8.443689950745986,59.354958399578294,2,2,13.760859557067263,3,2,0,26,21.243235757491213
9.231416126717457,7.071214361788161,98.6518471871432,3,2,14.200347067312283,2,2,4,43,22.33923185088176
9.472213395281367,17.208761844855818,273.61728926928816,1,0,9.629404508578656,1,2,3,14,27.2256647480581
2.5038735279725297,10.05886229118673,214.59217179615996,3,2,12.851274813320652,3,1,5,22,22.77829867096964
12.289430652245787,1.3889387790882377,34.034751036463646,1,0,12.950195561898738,1,2,1,47,15.10217589644201
14.47203159195999,12.898960672796303,151.46028517412432,1,2,4.835008527730274,1,2,1,46,26.323176680545203
7.942757446573128,2.458081385916708,215.4763007922405,2,1,5.959841309271108,2,1,0,16,10.685693742599941
6.025229891488568,26.239677728500723,213.09953701291948,1,1,7.949275372959976,2,1,0,38,34.5527905585882
15.47643033290873,23.462149332198152,214.36305899355216,1,0,12.98198449773515,1,1,3,13,43.94031455726656
6.8811300223084135,7.72680822809529,262.6844572660578,3,2,11.863572997839343,3,2,1,28,18.894225815027788
12.947263060043406,9.748777174979631,256.0816431506691,2,2,10.213291927070248,0,1,0,42,23.558577096727767
19.084739518604188,18.53781303517549,284.5572398644822,1,2,7.851358979728543,1,2,3,47,35.25063189306856
12.227436320892162,11.640970307150733,145.93189953858607,1,1,9.391647188624027,3,1,0,10,23.06547385453101
10.428697741111153,13.964896234831231,37.45739727457369,2,0,7.764008676124083,3,3,1,38,23.889966286735962
4.59587778924792,3.3171357388709173,155.032834194096,3,2,15.723217641819,0,3,1,26,18.248076389253924
13.012456532423345,14.081550676788744,133.88434668667733,1,1,14.245362975553379,3,1,0,15,29.52738817843871
2.9484096834220446,7.373410654098977,229.22667905206671,3,0,7.6121176060191225,3,3,0,17,14.795643499755638
6.505476791665728,18.057963430949144,64.20302993528318,2,0,10.364396375489251,2,3,0,32,30.446907786825165
20.92110044823722,9.852183481438807,80.2734465380554,1,0,10.84935837449717,3,3,3,11,31.072686227144924
13.584658485808989,12.528365959139814,75.08859294303105,2,0,15.268318080876915,3,3,0,40,25.67624857905185
3.0733601903000416,11.398305176445522,203.63460382722423,1,2,7.940009591267082,0,1,2,32,20.747670457976376
7.265268753066005,3.7766566128611165,147.0520148247533,3,0,4.940556300282662,3,1,2,30,11.87084077792232
2.626641566743222,5.728742554878974,0.0007121677507837846,2,2,7.4481302097062025,0,2,5,22,12.413009168961363
3.7930093881971056,6.177624154517722,254.79674733624256,2,2,10.049063742561177,1,3,3,28,15.21715064624658
5.435124142187714,3.0008159297540327,283.63978268669905,2,1,7.247269428587111,2,3,1,37,10.034755354399387
2.9837011584076656,5.379680200188067,86.58162350389402,3,1,13.65800500371382,2,1,5,50,18.268803172119952
24.93920608653115,11.316001932818281,11.71793953508661,1,0,8.720102059965056,3,1,4,14,32.5352158920586
13.93707498552178,4.87049579480915,1.9934410088266172,1,0,10.651813287353258,3,2,0,37,17.531169006756297
15.23239411272629,16.378684401875415,244.53207432000875,1,1,13.274137935747566,1,1,4,30,32.023390143177615
15.788447475351209,11.16022778123706,240.1770517079017,1,1,12.90490713295651,2,2,5,27,27.16682639852208
8.579357559869745,3.4225066520790297,173.97824503227417,2,0,6.049204458554423,3,3,1,19,11.399000413629222
3.049292272047188,11.614534340154316,30.43276096235583,2,1,10.939050482033618,2,2,4,11,23.773458815205533
3.2011517744881792,11.962852235839897,243.5032120715752,2,1,9.894059755255766,3,2,4,24,21.03673202530881
6.044825696726146,0.8028148803157757,83.60865844972685,3,1,14.380862320082008,3,3,4,44,16.557800574619115
7.173766075935848,17.657623299998427,24.355054525217152,1,1,15.041368987485031,1,2,3,30,37.16672714617179
8.113785009612888,2.173505697992918,270.02102091370296,1,1,10.69486481121342,1,2,1,14,13.21208304966813
13.47062114173438,5.361456067799188,59.6307144895357,1,0,8.52503320251173,2,1,1,39,17.109896561403495
3.098444714587777,6.225569396049187,13.26262965623128,3,0,6.2618175743639215,3,1,3,35,11.542619213322173
3.1124011863951213,6.211945395949613,62.802871669320524,3,1,8.402425226252486,3,1,0,32,14.360557666597092
2.9124643046677736,8.312939716848625,184.0341488393066,2,0,5.251592852116621,2,2,5,19,11.45907790415937
3.536419873153969,6.729870531173517,145.9376930914983,3,1,13.088338193925503,2,2,0,27,18.13606902718578
7.695289690166257,8.318433731656448,87.65004650119013,2,1,10.789273725039854,0,2,2,31,19.767185795648402
2.626990306643787,7.0953126993175815,198.65050046611896,3,0,12.810373642114207,1,1,5,40,18.624793695658614
5.275251682896471,5.232818096436928,315.40453940331156,2,0,7.951999342007009,3,2,2,37,14.38447509642132
8.058597451394844,8.312139610807163,97.41611757450163,3,0,8.696914230296906,1,2,5,21,16.632159768957102
10.18656590725065,3.8469995025799557,156.5345680841837,1,0,12.995643971306,3,3,0,44,18.90312334138511
15.035071010674233,5.174656721633943,6.027532376838565,1,1,6.780080380738161,3,3,3,31,22.007240678075316
5.374852073967822,9.41867145944135,25.921193265469213,3,0,6.165095819921372,2,2,2,15,15.702929650889875
2.458049577014587,6.3334422267487716,226.79954607543115,2,2,13.179532290301374,3,1,4,37,18.05666007549621
3.738361248566806,3.658564229483885,41.404413191874575,3,1,7.860536706509074,1,3,0,20,10.368345208306604
1.7010255211332206,7.265871223624427,235.59358967695593,3,1,7.656069762362922,3,2,2,50,14.365848038652445
16.466223406845316,19.148104770053617,36.308489360105774,1,1,7.961352374277396,1,3,4,46,35.214918518906664
18.29613737613533,7.758407966599383,220.41780601017416,2,2,10.502820777523185,2,2,3,30,27.12549276299435
12.804948306418227,10.24814175472844,300.05803905872705,2,2,14.552889845556301,0,3,3,43,22.84232152713659
6.275129952738826,9.341557674261685,207.52728793825617,2,1,16.14209211578562,1,2,1,31,24.01252538870378
