to_pickup_time,to_delivery_time,active_minutes,vehicle_code,weather_code,prep_time,period,order_size,local_demand,global_demand,target_time_min
8.33575669326738,9.0888344146176,264.9520375727166,1,1,8.220430809168565,1,3,1,30,16.557102368569723
9.321795985979321,2.8727512153368564,53.27831102335748,1,0,7.302587823938646,3,2,0,24,13.143553075643874
8.014849852432004,10.780922788501064,155.19288030712815,2,2,6.596612958742306,2,3,0,50,19.271380893597794
2.4936063386677474,2.433074628329416,155.62770000471227,3,0,11.803824707265976,1,2,0,40,13.583781818784194
3.6232193495636196,2.8139251239401037,154.65769520657756,3,1,6.2432169853511725,3,2,2,12,8.223338764556198
2.6873052587629993,4.919064175903671,177.9928924135999,3,2,14.361413522166233,2,1,1,12,18.8168257165043
0.17316152582675015,0.24936127167116515,209.2415250420999,2,2,15.204302269183392,1,1,3,39,15.497610423031812
2.7865728495185818,2.821573872674882,182.45155880443687,2,1,12.940903110302607,0,3,4,45,14.301998625073782
10.13738734288976,5.4653259096849665,17.53262565384404,1,1,7.575656929375603,2,2,5,33,14.397246361063061
1.3407264136074721,3.895049118989923,284.79270399089853,3,1,14.368944696693607,1,3,0,46,19.373952937515217
5.743528880001204,2.510167947218943,142.53270108177688,2,0,5.422520891428778,2,3,3,43,8.562651661183567
4.178391961259006,2.5010276689294395,151.4987608200992,2,2,7.904022127097978,3,3,4,37,11.455145110399517
4.324161272705157,7.8006157513194605,3.89302160002414,1,2,7.098673672773371,1,1,1,50,16.53345406336487
5.670315751445186,2.590890019921861,258.0177572800566,2,1,13.437720725712612,3,2,0,34,16.850334057082854
6.489245904827484,1.6465870494097572,253.14551544135273,2,1,7.886462295347235,2,3,0,18,9.908005132252326
5.380171579646348,1.9265961728732073,124.56523327024797,2,2,13.081612064539888,2,3,1,46,15.331089121293687
5.522465173699184,3.064118129152749,298.3730588822619,3,2,10.739947868983144,2,3,4,28,13.860683727962238
8.236117682471182,4.739576722522308,262.482834421817,1,0,8.807752744615476,2,1,2,22,13.695448491028436
5.197932745117691,4.832741320449375,279.7333166715726,2,2,6.644821934257906,3,3,1,32,12.075981675258381
7.874581171683387,3.1659956408360768,75.36765235209255,2,0,5.813352267783212,1,3,1,32,10.683963221609579
6.931234877595794,7.111779803623516,90.56664437106349,2,2,8.085194657457267,2,2,3,16,15.242491107822525
5.016412021933885,3.278101321105832,115.80090525487884,3,1,5.805205182607237,1,2,1,23,8.371210448511038
7.044870225784216,10.602599965628631,299.6944539508921,2,1,7.089340921610032,3,2,0,25,17.814142238065966
0.5839293526717251,3.226582885263458,241.0256517526599,3,2,13.107882317629416,3,2,2,19,15.75678467812197
4.466026032796795,2.5545531237353054,239.18733507340625,3,1,13.829642735642476,2,1,4,46,16.518119069624454
4.614387516825967,6.228479357012653,261.12966934212113,1,2,12.039807886937943,3,1,5,21,19.5800977373757
2.2609328303472207,3.391204485479704,160.36430781975884,3,2,14.625127426358643,2,2,1,37,18.080509908636845
2.0313867185614636,0.25144498840791596,9.285230755577269,3,2,12.931611613384181,2,3,0,40,12.31744485688708
2.6397787196730262,0.891704037099671,32.46403354923779,2,1,5.59441398685405,2,1,2,23,6.33634920818778
8.35104708125698,7.218995481043222,250.68872385571612,1,1,5.099966855360122,3,2,0,41,15.113029863540937
3.9775994297946173,5.8302965890432,300.3324778194222,2,2,6.962345094857051,2,1,4,50,12.746518946049479
4.801200397580172,3.5223436615545403,162.87006029084492,3,1,10.656977869832104,2,1,5,41,13.927080311861612
5.51555556396342,5.7529158046759665,59.99013230704417,2,0,14.96550506814275,2,3,1,36,20.54205898998549
7.465518480167583,3.5964891758017963,169.16468506775885,1,0,11.068793159862896,1,2,1,22,14.232906564971913
6.505845279560423,8.77901919536847,206.4018803282945,1,1,14.069813733930614,1,2,5,47,23.396119042404724
6.34124782783588,11.22810673837776,286.4364572877076,2,0,9.89011504512617,1,1,2,18,23.056319985678062
8.320904323490451,0.9459233192532023,135.4771693799262,2,1,10.009173588761907,3,2,1,18,10.822466004353977
3.936043531763857,3.091961033041644,135.70485668659413,3,1,14.590285911475592,2,2,5,35,17.05449576943633
11.023039269951973,8.121489814412813,114.1750606980987,1,2,5.9095811083977505,3,3,5,32,17.714687739978352
2.6096539841680144,4.480882191270367,148.4745017542444,3,0,12.50714633152711,0,3,3,21,16.88719099207384
1.8286439892167388,5.282005631162754,248.37797565447522,3,1,6.857240660600299,2,3,5,46,12.269175131429366
6.4949210382029285,10.491980669061093,213.50378747721456,1,2,14.590288727880552,1,3,1,48,23.67835855817396
4.604363600314263,8.598265706225758,272.20583184586854,1,2,9.999521769372196,0,1,1,43,18.781612813696206
1.7660125253223602,2.0290936839631217,214.5749535322622,3,0,10.261149722735691,2,3,4,38,11.414484172976799
6.153711413607481,7.703850891494788,119.0764566191199,1,1,11.9604766999618,2,2,5,18,20.51734390964599
5.303157194790755,4.692351161459239,272.88608941195287,3,1,10.84049403371198,3,1,3,49,14.627080519407444
7.641868408394867,13.906296993139536,205.37536192021344,1,0,7.275640926430982,3,2,0,12,22.90599238658409
2.09562382492813,4.139817628272511,194.45183255688923,2,2,14.173779780835702,1,3,2,16,19.60351933154697
2.1690497906036668,2.8737512885380343,296.4963648927441,3,1,4.743819789043364,1,1,0,28,7.320897188166582
2.5353246157371467,3.5068012055522053,71.50921217916918,2,1,7.107363261482501,1,1,0,17,10.531559604283688
5.518566896223483,2.9384704051292885,76.41539024812919,2,2,9.988813659052084,3,3,5,40,15.359875811515721
5.062217911985347,3.9146308665440346,228.13258624369027,3,1,5.199104849379425,0,3,0,43,8.620392506847168
10.954047388497912,6.641252597521886,265.9648823578673,1,2,9.013069425476356,3,2,2,40,17.5428077198799
10.1781552965905,8.880568583286593,240.0677496526137,1,1,11.305080303403397,3,2,5,39,19.937965971418084
8.150636669260056,1.6454559074012174,29.68425830175343,1,1,9.983993686020224,3,3,3,18,11.602275326964705
0.9616835334187438,1.7156370834490602,77.80729913208481,3,2,14.004514469426685,1,1,3,34,15.909281073483703
3.2746912369505115,2.60839742658332,138.03028079050003,3,0,8.243228015839621,0,2,5,47,10.265809762796168
15.806748898856478,2.6875594856786726,276.02821693136514,1,0,11.94831747952516,1,3,5,33,17.212222202743725
2.5915655182467203,3.914774624460364,19.721462751543456,2,1,12.046237079642903,0,2,2,35,16.444569764956523
0.8213313043945578,4.536098340189769,276.8282763106404,1,1,15.992217557197325,3,3,4,17,21.18015938859401
2.170489992447983,10.234327088878347,129.07450921441176,2,0,13.389579923910992,0,2,3,37,23.31375961674494
6.220169506789542,3.4291262254761667,10.630604268403205,2,1,7.022244994778634,2,1,4,30,9.930401015301365
4.12232341728975,4.774634822365168,24.71207220028721,2,0,5.69581980951935,1,1,2,26,10.648804598090251
6.10580584369364,1.8017072819511182,139.28725511534776,3,1,12.94223949233308,1,3,3,18,14.047360813727934
15.61874344927162,6.947694519234877,124.56552144407262,1,0,14.289804832975438,3,1,2,39,21.596768451394226
1.3662774295120605,5.031553941911769,269.5278532582166,3,1,14.332747722400178,1,3,0,32,20.963275549867827
1.5240825559778983,2.667306887936051,66.89033414072281,3,1,14.248697023989592,1,2,5,17,17.598279424040022
5.968245083946267,6.676103247048927,259.37742180063145,3,2,15.280284401895724,1,1,4,49,21.28947298373949
6.367682006597274,3.5623109142885725,146.2614632645195,2,2,11.713894642490136,2,1,5,23,15.537246619166575
