to_pickup_min,to_delivery_min,active_minutes,vehicle_code,weather_code,prep_time,period,order_size,dist_to_center,local_demand,global_demand,target_time_min
2.7525977632610705,2.693051394441047,44.22709163411831,3,0,5.0069673637310474,2,2,1.8031047166914311,0,23,8.051643094793324
3.3637953512568686,3.6013598089252064,2.9555609424832006,2,2,5.346413113109972,1,1,2.2593201627100084,3,31,8.652276403733623
7.879248102961167,2.8151773204187553,23.335357884090506,2,0,11.0235465787977,1,2,1.836698580247865,3,15,13.863937308155542
5.894237878307093,11.249088590820179,120.30522252057537,1,1,15.542271807095622,3,1,2.620296083824529,3,50,27.027061012756896
5.527781989295642,7.834294794721566,82.96423097607544,1,1,10.061276738344588,3,2,1.090319619805584,3,34,17.708714547457575
7.744282366831193,8.240418379359868,209.46276765652306,2,2,11.961033936879117,1,2,1.162899377064725,4,30,20.25126702141223
3.115826358281973,6.183065629330099,279.572456793863,3,2,20.094265877342334,1,2,1.090756612073552,3,47,26.618632177394367
2.7474627964280804,3.977041748456052,81.05276974585364,3,1,11.384462794726907,3,1,2.193317828299413,0,34,15.85731818116187
1.9824933468384194,7.871836670888943,280.77524137767796,3,2,18.538331257383412,3,2,2.12280171320913,2,17,27.029418949869616
21.680936887192747,16.672286685153946,246.62907563200434,1,1,9.690821623341677,1,2,3.0750800683999353,2,50,36.54257664512052
2.5673651339822956,16.538687739855558,165.4259395895713,1,2,10.795671897536911,3,1,1.306197586316421,2,29,27.002790225187294
15.34860503507556,3.4764792087450007,67.83401838621087,1,0,12.386856847306289,1,1,2.0062456357862963,1,26,17.445025069027146
5.8652486450385375,2.6743547041799434,197.5874772284901,2,2,18.5797045855544,3,1,0.21879595151291054,0,25,20.671117064053853
4.376355563978952,3.222155564568848,27.953371674009627,3,0,14.800617213513629,1,1,1.5816416846613128,2,14,18.158605322281097
7.231162228813315,8.676270066860608,121.96033737715818,2,0,12.845600851456876,3,2,2.3432911504372487,1,16,21.473615798087046
3.3061594450254117,2.7510688850637797,49.73509291615773,3,2,19.195934463006445,0,2,2.016571986356367,0,25,20.724212967333873
4.305755553956958,3.983787137008407,262.92300097302956,2,0,18.500019758763738,1,1,1.7452344736719712,4,10,23.451542428848484
5.818949358044979,1.321517439370831,1.0283278932389521,2,0,10.072068761724706,0,2,3.3354069825454427,3,28,11.34902719075342
5.4047985502322495,7.2811415726219595,157.17381250312712,1,2,21.506305655500228,3,1,1.9240533536924957,4,43,27.090649316649678
3.97036464381947,6.851965489572449,122.12084802418829,3,0,7.298743739451084,0,1,1.745643464915845,0,36,13.799536209007705
2.1751216951627725,1.4610885271551302,151.40217721459567,3,2,14.198979984602266,2,2,1.374521697358848,0,10,16.525531152239466
5.880625748113628,9.212795012811561,123.32572279131232,1,2,7.864977977310991,3,1,1.0801693161162236,4,29,17.220600606025176
17.02035091092538,2.50889140696479,296.93434089833454,1,2,4.721118577974771,2,2,1.520357917068944,1,31,19.739424753116673
2.6026963721170366,2.957122961543393,21.30984974551067,2,2,13.603749704013437,1,2,2.360681893570828,5,26,15.80675328311115
12.12435796307228,11.54207552389034,263.7384313284528,1,2,18.826148911942834,0,2,2.0642556214897745,4,19,30.184264976512384
3.7534015788927295,8.626083987624979,104.37798412396292,2,0,6.382299979786267,3,2,1.6522649841202273,2,45,14.753664691469108
8.144263960224546,1.7123415080447102,88.18235693813439,1,1,8.816215377966556,3,1,1.9429251249117243,3,25,10.68194276141302
7.1507599911178925,7.119163257998097,174.29958184086584,2,0,8.24151543297503,1,2,1.0608405877229095,1,24,15.229445009585849
0.7752637579277375,5.976181748288933,275.09866763652803,3,2,10.624473443995788,0,2,1.4997200409276266,4,31,16.9873801528281
1.4921520756117905,6.939097753490798,161.93785220490068,2,0,13.492488318259849,0,1,1.5228164170033915,0,34,19.495154917905307
3.0786357058081593,4.284144231200874,92.76058537235431,3,2,11.142346360561284,3,2,1.3550706097837857,5,31,15.327572323831085
2.3351515510544925,1.5301746322708876,65.45003190484623,3,1,8.009196594239759,2,2,1.266374560473255,3,21,9.515609335613664
2.2415808452960064,3.072011620447368,162.27939372150982,3,2,13.572503990024728,2,2,0.4037961954200111,1,42,16.961519951991217
5.96222281222223,10.252803319186546,165.68374056936142,1,2,10.863350612698886,3,1,1.3528242310818417,0,12,20.307432525228776
1.7862257013357015,2.4932780281775595,194.88110495149593,2,1,7.454240836001632,1,2,0.9945032180396179,0,16,9.481327273187048
14.47678276795248,8.049715853897485,228.42805120377963,1,1,11.533180605644556,2,1,1.4866582544568365,4,45,22.939665992613502
6.098137479624422,1.2927558524786247,224.22029311680237,2,1,18.893016660826564,2,2,1.1106931400206326,5,27,20.427391324877398
1.9888748156574525,1.1675876147178645,281.99399918879965,2,2,20.122845269153537,2,1,2.0829480468791415,3,19,21.217258157826066
5.447210353643371,1.9978836655412238,188.8642742101125,2,0,6.985697374462336,2,2,2.8189767844465194,5,11,9.095148737725017
8.736207516571476,9.001306414093182,272.24858541190525,2,2,16.80629555576963,3,2,1.9374406258889527,4,24,25.881579167440513
3.950584537526664,2.136871482115297,83.95059340076762,3,0,11.9035378801954,3,2,2.776233487446109,4,44,15.448606431460966
4.592236452933875,2.0978667404476425,166.3739925199254,2,1,4.927081448912358,0,1,1.178049663422684,3,27,7.08240465595713
6.528500180637026,9.46001749039958,33.8359017520482,1,1,13.342913608705544,2,1,2.1716801330041857,0,25,22.638771863521157
5.655070331501337,4.403727426423962,145.07983035812356,3,0,8.250386494942179,1,1,2.287555049660855,4,17,13.21707732365717
6.136971494543537,0.14319700009123454,204.44991012273323,2,0,13.526569784327116,2,1,3.153801666274372,4,50,14.133931857080103
6.32750180957927,6.310970301451957,203.8341827988881,3,0,14.646622023314894,1,1,1.8971181789909404,0,36,20.299642236792277
3.2546100917447234,1.5241658751672196,95.82146824574036,2,1,8.239608930786938,3,2,2.355508676128866,2,49,9.535159986224786
12.099141102424753,4.248588079521024,139.08205551668487,1,2,20.33310301784039,2,2,2.7941802316974385,3,46,24.010863190997274
3.1562527494280777,4.247468286284835,177.15411809659642,2,2,18.222775051580697,2,2,0.7331358470826186,2,45,21.332161237215697
3.0445513215857556,3.8321637374230098,238.258764666988,2,2,10.96901928172596,0,1,1.5283475998123224,2,24,14.639913636862463
3.3341851168870043,0.8590527652614158,283.0081434593122,3,2,12.528222720682288,3,2,0.7401830988374312,2,29,12.928956985623664
9.729753878924718,13.812218075591465,103.49537600336177,1,0,7.677162197108326,1,1,2.0072810254199935,4,43,25.204229939833958
6.584833494992844,4.194497318551334,137.90868776039213,1,1,8.508845233392476,2,1,2.4109779172508112,2,18,12.330495740631942
8.009964599973335,4.893669461864208,128.530289992329,1,1,7.991790539779896,2,1,3.008976792598628,0,35,12.794161054610381
13.409955503883221,6.88870572462975,281.62618726260655,1,0,6.223343415015244,3,1,2.0531247177956176,4,24,20.07454499918636
2.8999189024358945,2.958990463585798,31.165247279499773,3,2,16.69151548122667,2,2,1.385025379603028,1,50,19.738348559431348
1.4705194344487809,0.9534013274933488,234.8252894279077,3,1,7.478719879543886,1,1,1.0325212737672156,5,28,7.965977388274303
18.911678718092826,7.053941508064358,225.30507038392366,1,1,6.910569991034377,2,1,1.8029421989083827,1,27,26.145830172833506
2.3249251919031306,6.592142273302503,227.97989124229284,2,0,6.853720999198439,3,1,1.641516004839884,5,35,13.684988474712892
5.391292872698751,4.303371999547216,12.801787868230262,2,2,20.717147913289384,1,2,2.2402250425288077,4,47,24.2878026370501
3.2163429234761804,3.2680974408752084,93.075268498221,2,2,13.025456020876023,0,1,3.324873495307788,3,15,16.18433498341664
4.077553295967792,2.598977578677607,147.35372139698705,2,1,18.189477632829686,3,2,1.4924999801014913,4,12,20.615200579201236
12.281571195094793,6.440327511742406,282.59730593758775,1,0,15.54234055604767,3,2,1.431571829544446,4,33,20.958485056083983
2.1147240483324268,6.489633307986729,233.74165421249438,3,1,18.60138139069666,2,1,2.138756555852057,4,25,25.06113345279693
1.1017804917245801,7.6490414991098055,57.87309246196083,2,0,13.212420344946699,2,1,1.749203040051644,5,28,21.07342297907679
3.0981847629873442,7.892585536154691,92.98273573202734,2,2,11.829961082660132,3,2,2.9015681779129285,1,14,20.094704140982135
0.861022586433488,4.534636904690282,263.7914452497695,3,1,14.803635657084335,1,2,2.5920886871340643,3,32,19.579466099651526
2.903504106411993,3.774363339909753,120.85351390930495,2,2,16.295767059178385,1,2,2.550518206848513,2,40,20.966330950260033
15.178199176780026,6.912849781022146,239.39715385842277,1,1,16.795358690653117,2,1,2.10343293100326,0,19,23.89782765740371
3.4665536843538196,1.69464544012502,40.5171735417411,3,2,8.669921343571918,3,1,2.7412157115748945,4,34,10.692169670393273
4.240918053761152,1.6916325161954178,48.61609708961412,1,2,20.176397814408613,1,1,1.265783739318319,5,16,21.62671497757589
11.49793734534539,7.683730058805668,128.71808285747414,1,0,13.901666683221189,3,1,0.7576481384363596,1,20,21.607086632453292
2.914063126477863,2.870243626973759,136.94349685632133,2,0,17.12599994928498,0,1,1.9356112257105849,3,28,19.971654295414986
0.3059486205808761,2.652696930616722,119.27486736770915,2,2,9.70312563723302,2,1,0.6929974684634855,3,40,12.44415854760576
3.15944004070715,2.160153127329573,187.90998011635816,3,0,17.439120618392874,0,2,0.7274878717449667,5,13,19.332619867973133
6.550779049095675,0.626052165306263,129.33134044626527,1,2,20.14300203050433,3,2,1.6908418043054534,5,18,20.59870494237771
1.0469569936511893,4.65940987216782,167.5213452145291,2,0,6.133131652200757,2,2,2.1803877662693036,1,44,10.751341950597858
4.611225613205755,1.903169552026665,169.904456949127,3,1,13.435094452742554,3,1,2.2495962609545237,0,19,14.877324685763394
